transform	dense	tt	dense_rel_change	tt_rel_change	tt_ok	tt_rel_err
transpose	2.911026718599466	2.911026718599466	0.0	0.0	1	
flipud	2.911026718599466	2.911026718599466	0.0	0.0	1	
fliplr	2.9110267185994663	2.9110267185994663	1.5255415108787454e-16	1.5255415108787454e-16	1	
roll_xy	26.932811394964034	26.932811394964034	0.8919152302405468	0.8919152302405468	1	
transpose_roll	12.961509533616473	12.961509533616473	0.7754099002859552	0.7754099002859552	1	
