g2_min	g2_max	g2_mean	K_min	K_max	K_mean	lam	dx	coherence_integral	corr_K_g2
6.6212389638733165e-12	3.9155800697733407	0.06153634831626295	-9.544754061289455	13.90356715572497	8.950691268408109e-18	0.75	0.06282722513089034	8.954265258830235	0.6681337255463247
